# WL(nm)	 Flux(ergs/cm**2/s/nm)
9250.0	1.034e+04
9300.0	1.013e+04
9350.0	9.923e+03
9400.0	9.719e+03
9450.0	9.522e+03
9500.0	9.326e+03
9550.0	9.144e+03
9600.0	8.954e+03
9650.0	8.780e+03
9700.0	8.605e+03
9750.0	8.438e+03
9800.0	8.270e+03
9850.0	8.110e+03
9900.0	7.957e+03
9950.0	7.797e+03
10000.0	7.651e+03
11000.0	5.184e+03
12000.0	3.652e+03
13000.0	2.645e+03
14000.0	1.963e+03
15000.0	1.487e+03
16000.0	1.145e+03
17000.0	8.976e+02
18000.0	7.137e+02
19000.0	5.740e+02
20000.0	4.662e+02
25000.0	1.918e+02
30000.0	9.289e+01
35000.0	5.009e+01
40000.0	2.952e+01
50000.0	1.214e+01
60000.0	5.867e+00
80000.0	1.864e+00
100000.0	7.673e-01
120000.0	3.710e-01
150000.0	1.525e-01
200000.0	4.851e-02
250000.0	1.991e-02
300000.0	9.355e-03
400000.0	3.202e-03
1000000.0	1.072e-04
